uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,id,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|SAME-AS|ICPC-2,Mappings|NARROWER-THAN|LOINC,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
127766AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Redundant Prepuce and Phimosis,,Prépuce redondant et phimosis,,The inability to retract the foreskin over the glans penis due to tightness of the prepuce.,Diagnosis,Text,,,106573.0,,,,,,11.11,,,,,266570005.0,,,,N47,,,,,,,,,
6cf3d521-9035-4301-bbf9-baa4e87251cb,,Refer patient to,,Transfère le patient vers,,Refer patient to,Question,Text,,,8514.0,,,,,,,,,,,,,57133-1,,,,,,,,,,,
9ff2e616-cb2d-4b82-b71e-5328061dc9f4,,Refer to family planning center,,Referez la patiente a la clinique de planification familiale,,One reason to refer a woman to a woman's health center:  she is on birth control and starting epilepsy drugs.,Question,Coded,NO;YES,,6843.0,,6843;Refer to family planning center,,,,,,,,,,,,,,,,,,,,,,
f6104285-0713-4957-adef-d4de21588305,,Refere pour counseling,,,,Refere pour counseling,Question,Coded,YES;NO,,105576.0,,,,,,,,,,,,,,,,,,,,,,,,
346ee2d2-6615-4a56-a416-b64b224d35a8,,Refered to (Location code),,,,Refered to,Question,Numeric,,,13667.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
bcddc798-caf6-4414-9a93-2f1ca71b6832,,Reference Provider,,,,Reference Provider,Question,Text,,,13396.0,,,,,,,,,,,,,,,,,,,,,,,,
a09cb036-d24d-4968-ac5b-5b79ef615225,,Reference filling solution flacon 100 ml,,,,Reference filling solution flacon 100 ml,Misc,Text,,,11394.0,,,,,,,,,,,,,,,,,,,,,,,,
e8bf9b2c-eb29-42aa-97ff-4f60ec739ee8,,Referral Attended,,S'est présenté au transfert,,Referral Attended,Question,Boolean,,,8540.0,,,,,,,8540.0,,,,,,,,,,,,,,,,,
da32efc3-f18c-404c-bab2-acf68f42f85c,,Referral Hospital,,,,Referral : Type of Health Facility that refers a patient or where a patient is referred to,Misc,Text,,,12096.0,,,,,,,,,,,,,,,,,,,,,,,,
b0c175cc-ad22-438c-b6bd-efd76c3fd3c3,,Referral Reminder,,Rappel,,Referral Reminder,Misc,Coded,PATIENT MISSED REFERRAL,,8635.0,,,,,,,,,,,,,,,,,,,,,,,,
ed9f2b09-2af4-4b58-abe7-38ae049b2918,,Referral Urgency,,Urgence du Transfert,,Referral Urgency,Question,Coded,Urgent ;Routine v2;Immediate Referral,,8517.0,,,,,,,8517.0,,,,,,,,,,,,,,,,,
e97d9262-d9d1-4d53-b90f-f69018d5d720,,Referral Visit Comments,,Commentaires sur la visite du transfert,,Referral Visit Comments,Question,Text,,,8541.0,,,,,,,8541.0,,,,,,,,,,,,,,,,,
2ec83708-c126-48f2-b5f8-0ce37500e11b,,Referral completion Date,,,,Referral completion Date,Question,Date,,,107155.0,,,,,,,,,,,,,,,,,,,,,,,,
24b7dc2a-82de-4edc-bde0-1789ed9c59d3,,Referred for a group class,,,,The patient is now referred for a group class,Misc,Text,,,6732.0,,6732;Referred for a group class,,,,,,,,,,,,,,,,,,,,,,
47fad172-4344-4d7a-97eb-c83cff633cf1,,Referred for echocardiograph,,,,The patient is recommended to receive an echocardiograph,Misc,Text,,,6772.0,,6772;Referred for echocardiograph,,,,,,,,,,,,,,,,,,,,,,
d8dac0cd-b1fa-47a9-a459-2f6469245f4f,,Referred for family planning,,,,The patient has been referred for family planning,Misc,Text,,,6734.0,,6734;Referred for family planning,,,,,,,,,,,,,,,,,,,,,,
41b62034-9e2e-4967-b10a-4e47da65db6e,,Referred out for Palliation only care,Referred out for Palliation,,,Patient is being referred out from the oncology program for palliation only care,State,Text,,,12712.0,,,,,,,,,,,,,,,,,,,,,,,,
655cc154-b4c0-4546-b7e2-bd8a35d2db63,,Referred to ART clinic,REFERRED TO ART CLINIC,,,Referred to ART clinic,Procedure,Coded,YES;NO,,110791.0,,,,,,,,,,,,,,,,,,,,,,,,
a92583b5-0331-462b-bda3-d64c027f9382,,Referred to a social worker,,,,The patient has been referred to a social worker,Misc,Text,,,6733.0,,6733;Referred to a social worker,,,,,,,,,,,,,,,,,,,,,,
199ee2f2-2ca7-42e0-bf51-73ae0a4a3ac9,,Referred to home or community,,,,,Misc,Text,,,107168.0,,,,,,,,,,,,,,,,,,,,,,,,
5bdd0069-0916-4972-bf3d-f16b41097117,,Reflexes,,,,Reflexes,Finding,Coded,YES;NO,,111034.0,,,,,,,,,,,,,,,,,,,,,,,,
cdb3744a-801f-4b3b-b40e-101fa18dd85b,,Reflexes Exam,,,,,Test,Coded,suelling;Noro;Grasping,,110939.0,,,,,,,,,,,,,,,,,,,,,,,,
119056AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Refractive Error,,,,Deviations from the average or standard indices of refraction of the eye through its dioptric or refractive apparatus.,Diagnosis,Text,,,106663.0,,,,,,2.E.16,,,,,39021009.0,F91,,,H52.7,,,,,,,,,
76ca8035-faeb-494d-9cbb-b152abf40768,,Refusing to feed/incapable of feeding,Refusing to feed/incapable of feeding,,,,Finding,Text,,,157736.0,,,,,,,,,,,,,,,,,,,,,,,,
ab194873-bc4b-4170-9301-583c9cf8de9e,,Regional Anesthesia,,,,Regional Anesthesia,State,Text,,,8282.0,,,,,,,,,,,,,,,,,,,,,,,,
1df603f6-e265-4db7-8807-45331c6f531b,,Regional odontodysplasia (ghost teeth. odontogenesis imperfecta. odontogenic dysplasia),,Regional odontodysplasia (ghost teeth. odontogenesis imperfecta. odontogenic dysplasia),,Regional odontodysplasia (ghost teeth. odontogenesis imperfecta. odontogenic dysplasia),Diagnosis,Text,,,9886.0,,,,,,,,,,,,,,,,,,,,,,,,
566b3d08-473d-42d3-9431-8b8147feafa5,,Regulier,,,,regulier,Misc,Text,,,105543.0,,,,,,,,,,,,,,,,,,,,,,,,
15be613f-7dd8-4272-b5a8-635bdb1e9b3c,,Rejection,Rejection,,,Rejection,Finding,N/A,,,157918.0,,,,,,,,,,,,,,,,,,,,,,,,
b5bf1081-0b67-49e7-8f11-62479e3f112f,,Relationship with the aggressor,,,,This is meant to tell the relationship between the victim and the aggressor,Question,Coded,PARTNER OR SPOUSE;BROTHER;NONE;SIBLING;SISTER;MOTHER;GUARDIAN RELATIONSHIP TO CHILD;OTHER RELATIVE;FATHER,,7925.0,,,,,,,,,,,,,,,,,,,,,,,,
1a207968-710f-4768-ae0f-c6059940f027,,Releasing factors,,Facteurs libérant,,Releasing factors of the patient,Question,Text,,,12226.0,,,,,,,,,,,,,,,,,,,,,,,,
8940ffb5-b52d-4bd4-a526-8b4e202f5279,,Religion,,,,The church where you worship (congregation),Question,Coded,Catholic;Other Protestants;ADEPR;Adventists;Muslim;Traditional v2;Buddhist;Hinduism;NONE;Temoin de Jehova,,7906.0,,,,,,,,,,,,,,,,,,,,,,,,
902a48e6-b53d-4e29-9c25-670b0f76f417,,Religion non coded,,,,Religion,Question,Text,,,106562.0,,,,,,,,,,,,,,,,,,,,,,,,
313cb1fc-201e-43b0-b3a7-898334a179a1,,Remera Police Station,,Remera Police Station,,Remera Police Station,Misc,Text,,,9683.0,,,,,,,,,,,,,,,,,,,,,,,,
1a033e97-0411-4911-9183-a31d0ce3c750,,Remera-Rukumo Hospital,,,,District hospital in Kamonyi,Misc,Text,,,6606.0,,6606;Remera-Rukumo Hospital,,,,,,,,,,,,,,,,,,,,,,
b895d78a-f539-435a-9e8a-1ae02eaef249,,Remind the mother about,,,,Remind the mother about,Finding,Coded,"3 postnatal care visits in the first 6 weeks: at 3 days, 7-14 days, and 6 weeks;Baby's immunizations;Follow-up family planning",,110752.0,,,,,,,,,,,,,,,,,,,,,,,,
373c3de6-8b76-4542-a41d-5fa5d5209dd5,,Removal visit,,,,Removal visit,Misc,Text,,,13305.0,,,,,,,,,,,,,,,,,,,,,,,,
fb60a25d-19bf-4f04-a06d-64b12c7a2c90,,Remove IV catheter,,,,Remove IV catheter,Test,Text,,,110916.0,,,,,,,,,,,,,,,,,,,,,,,,
f1f10e1d-84ca-4d80-a5dc-757875b57c32,,Remove pesticide from my home,,,,Remove pesticide from my home,Misc,Text,,,105960.0,,,,,,,,,,,,,,,,,,,,,,,,
f59c10df-f41a-4d02-8aee-1aaf32ec2c8c,,Renal Failure Stage 1,,,,Renal Failure Stage,Diagnosis,Text,,,13472.0,,,,,,,,,,,,,,,,,,,,,,,,
bfc55cc1-2706-4132-ac19-1fbe8a821ab7,,Renal Failure Stage 1 & 2,,,,,Diagnosis,Text,,,12978.0,,,,,,,,,,,,,,,,,,,,,,,,
b9106a4a-e259-4c45-bad1-9d27fbd01bb4,,Renal Failure Stage 2,,,,Renal Failure Stage,Diagnosis,Text,,,13473.0,,,,,,,,,,,,,,,,,,,,,,,,
3364b7df-0245-42b3-8fda-77d361680cdd,,Renal Failure Stage 3,,,,,Diagnosis,Text,,,12979.0,,,,,,,,,,,,,,,,,,,,,,,,
ff45866d-7807-4708-88d3-6d724e76a834,,Renal Failure Stage 4,,,,Renal Failure Stag,Diagnosis,Text,,,13474.0,,,,,,,,,,,,,,,,,,,,,,,,
9d0342ab-a9e0-49a9-b799-78c331549b3f,,Renal Failure Stage 4&5,,,,,Diagnosis,Text,,,12980.0,,,,,,,,,,,,,,,,,,,,,,,,
0a6c6ce1-46bc-438d-94a8-9838c9d19d44,,Renal Failure Stage 5,,,,Renal Failure Stage,Diagnosis,Text,,,13475.0,,,,,,,,,,,,,,,,,,,,,,,,
72d9b6c4-2368-49e2-81c9-8e8036d2232b,,Renal Failure Stages,,,,,Misc,Coded,Renal Failure Stage 1 & 2;Renal Failure Stage 3;Renal Failure Stage 4&5,,12981.0,,,,,,,,,,,,,,,,,,,,,,,,
57a2854d-7374-4d6f-811f-83c288c44bba,,Repair of rectovaginal fistula,,Réparation de fistule recto-vaginale,,,Misc,Numeric,,,7094.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
8ed7d28c-158c-4a7f-a376-b3c8ea954e05,,Repair v2,,Reparation,,Repair,ConvSet,Text,,,11372.0,,,,,,,,,,,,,,,,,,,,,,,,
b62e54ec-ca9e-1db3-78ee-49906965d5fc,,Replantation for retina detachment,,,,Replantation for retina detachment,Misc,Numeric,,,158872.0,,,,,,,,,,,,,,,,,,,,,,,,
eb1a671d-a5be-4c11-9f73-8b3019359c61,,Report Done,,Report Done,,Report Done,Question,Coded,NO;YES;NOT APPLICABLE,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,
537acb11-e31c-4736-b2d4-0d4e228a4c86,,Report Taken,,Report Taken,,Report Taken,Question,Coded,NO;YES;NOT APPLICABLE,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
db85f3a1-9097-4fbc-82b5-6f8292c55089,,Report Taken by,,Report Taken by,,Report Taken by,Misc,Text,,,10001.0,,,,,,,,,,,,,,,,,,,,,,,,
f20bae98-649a-463c-b54a-0e6d3fe8f978,,Report Taken on,,Report Taken on,,Report Taken on,Question,Date,,,10002.0,,,,,,,,,,,,,,,,,,,,,,,,
c256a947-f2ec-46b5-8044-a7576330d2d3,,Report reference number,,,,Report reference number,Question,Numeric,,,111517.0,,,,,,,,,,,,,,,,,10.0,,,1.0,,,0.0,
e1339e2b-3f93-45f7-9e30-06f10feed328,,Reporter place of practise,,,,Reporter place of practise,Question,Text,,,111519.0,,,,,,,,,,,,,,,,,,,,,,,,
038c1c73-73e5-80c0-8383-3b3e0ef78494,,Repositionnement de l'Implant,,,,Repositionnement de l'Implant,Misc,Numeric,,,158834.0,,,,,,,,,,,,,,,,,,,,,,,,
87ba9390-87fd-467d-89ff-1873486d6f3e,,Required monitoring during transportation,,,,Check whether a monitoring was needed while transporting a patient,Question,Boolean,,,12102.0,,,,,,,,,,,,,,,,,,,,,,,,
ab048333-9449-47e1-9544-2c4d009a5d54,,Resection endoscopique de prostate,,Resection endoscopique de prostate,,Resection endoscopique de prostate,Misc,Text,,,11248.0,,,,,,,,,,,,,,,,,,,,,,,,
94efe7f2-9b74-4c38-b017-f77b9874d88b,,Residence outside catchment,HZ,,,"""HZ"" if the patient currently resides outside the health facility catchment",Misc,Text,,,8051.0,,,,,,,,,,,,,,,,,,,,,,,,
a5701f65-8a41-4904-aa9c-be0a0fabcc88,,Residence outside district,HD,,,"""HD"" if patient currently resides outside the district where the facility is located.",Misc,Text,,,8052.0,,,,,,,,,,,,,,,,,,,,,,,,
1aa519c4-ce19-4c2f-baa4-fb9808164f47,,Residence within catchment,Z v2,,,Patient currently resides within the health facility catchment area,Misc,Text,,,8050.0,,,,,,,,,,,,,,,,,,,,,,,,
520d4d17-c82e-4884-954f-4ed1b4af9ca8,,Residential institution,,,,Residential institution place of death,Misc,Text,,,13502.0,,,,,,,,,,,,,,,,,,,,,,,,
0a463840-cb7c-4948-a1af-799a6f614f97,,Resorption of teeth (external),,,,,Diagnosis,Text,,,11833.0,,,,,,,,,,,,,,,,,,,,,,,,
934d155a-c29a-40a4-baf8-0fb3b9c59533,,Respiration (Ampliation),,Respiration (Ampliation),,Respiration (Ampliation),Misc,Text,,,10872.0,,,,,,,,,,,,,,,,,,,,,,,,
88a6c568-c439-427a-ad09-60cf3768be03,,Respiration < 60 beats per minute,,,,Respiration < 60 beats per minute,Finding,Coded,YES;NO,,110692.0,,,,,,,,,,,,,,,,,,,,,,,,
baa97487-5058-414b-a2a1-d72f0ec7df7c,,Respiratory Complication,,,,Surgical Complication,Test,Numeric,,,12437.0,,,,,,,,,,,,,,,,,,,,,,,,
8bcf73df-5c40-44a7-96f2-460bd49439ed,,Respiratory Infection Acute (ARI) Other,,,,Respiratory Infection Acute (ARI) Other,Diagnosis,Text,,,8239.0,,,,,,,,,,,,,,,,,,,,,,,,
0a25bad4-bd59-47e3-b933-36e39a3a46b9,,Respiratory diagnosis,,Respiratoire,,,ConvSet,Text,,"BRONCHITIS, ACUTE;UPPER RESPIRATORY TRACT INFECTION;TONSILLITIS;PULMONARY EFFUSION;PHARYNGITIS;EPISTAXIS;SINUSITIS;CHRONIC OBSTRUCTIVE PULMONARY DISEASE;PLEURISY;PNEUMONIA;ASTHMA;Foreign Body in Larynx;Foreign Body in Nose;RHINITIS;COUGH;SHORT OF BRE;PERTUSSIS;BRONCHITIS;INFLUENZA",106650.0,,,,,,,,,,,,R,,,,,,,,,,,,
654f88f0-99de-470e-a836-050f3bcc33d8,,Respiratory infection,,,,Infection of the respiratory tract,Misc,Text,,,6721.0,,6721;Respiratory infection,,,,,,,,,,,,,,,,,,,,,,
4879f378-3d7e-4d41-8504-1211be149b56,,Respiratory infection of newborn,,Infection respiratoire du nouveau-né,,,Diagnosis,Text,,,106601.0,,,,,,11.5,,,,,,,,,P28.9,,,,,,,,,
2e51f36d-e26e-4736-8c5e-6a9276925942,,Respiratory infections acute (ARI) other,,Infection aigues des voies respiratoires autres,,Respiratory infections acute (ARI) other,Diagnosis,Text,,,10893.0,,,,,,,,,,,,,,,,,,,,,,,,
2d890d78-0dfc-4e83-88c2-721cbe953940,,Respiratory movements,respiratory movements,,,Respiratory movements,Finding,Coded,NORMAL;ABNORMAL rbc,,110877.0,,,,,,,,,,,,,,,,,,,,,,,,
026ac8fc-b736-4385-aac0-e9946f3c11ac,,Respiratory movements abnormal,specify if abnormal,,,Respiratory movements abnormal,Finding,Text,,,110862.0,,,,,,,,,,,,,,,,,,,,,,,,
522de5cd-b5b2-40ce-98fe-446399e9f60f,,Respiratory syncytial virus pneumonia,,,,,Diagnosis,Text,,,12451.0,,,,,,,,,,,,,,,J12.1,,,,,,,,,
268c4487-46a4-4a81-83b5-0e1e8912005e,,Respond to stimulation,,,,Respond to stimulation,Diagnosis,Text,,,157685.0,,,,,,,,,,,,,,,,,,,,,,,,
a6a81f00-d863-4e33-a31f-9096f2900b5f,,Restless and irritable,,,,,Finding,Coded,YES;NO,,157585.0,,,,,,,,,,,,,,,,,,,,,,,,
6570a647-d0d2-419d-a6e0-41a57cffdebe,,Restrictive cardiomyopathy,,,,"Restrictive cardiomyopathy refers to a group of disorders inwhich the heart chambers are unable to properly fill with blood becauseof stiffness in the heart muscle. Its prognosis is poor, and clinicaldeterioration can be rapid.",Diagnosis,Text,,,11686.0,,,,,,,,,,,,,,,,,,,,,,,,
f89b3523-c37a-4d50-ace7-cc50f2292d77,,Result of Call,Call Result,,,Patient follow-up call results,Question,Coded,RDV Changed;Patient Not Reached;Phone not reached;OTHER NON-CODED;Patient Exited;PATIENT DIED;PATIENT REFUSED;Patient attended the clinic early;Patient currently stable;Transferred reason;Linked the patient to CHWs;PATIENT DEFAULTED;LOST TO FOLLOWUP,,13457.0,,,,,,,,,,,,,,,,,,,,,,,,
5dafee1b-3763-47a9-bb82-1c1fce4fd4cd,,Result of past screening,,,,Result of past screening,Question,Coded,POSITIVE;NEGATIVE;Not received,,107099.0,,,,,,,,,,,,,,,,,,,,,,,,
db37bc08-2ac8-4120-ad82-44753961ad79,,Result_return_date_viral_load_hide,,,,,Test,Text,,,111286.0,,,,,,,,,,,,,,,,,,,,,,,,
d171d960-2e80-4e81-aee5-13ce2169ef6d,,Results of Human immunodeficiency virus [HIV],,Résultats de virus de l'immunodéficience humaine [VIH],,An ICPC-like grouping for all diagnoses that are products of HIV disease.  Contains all items that can be mapped to ICD-10 (B20-B24).,ConvSet,Text,,"CANDIDIASIS, ORAL;Chronic cough greater than 15 days;HERPES ZOSTER;ACQUIRED IMMUNODEFICIENCY SYNDROME;Generalized Skin Infection due to AIDS;FEVER GREATER THAN FOUR WEEKS;DIARRHEA, CHRONIC",106620.0,,,,,,,,,,,,,,,,,,,,,,,,
07615497-de31-4ef0-ab1f-f90a2dd3f271,,Resume medical,,Resume medical,,Resume medical,Misc,Text,,,10870.0,,,,,,,,,,,,,,,,,,,,,,,,
82302a2a-73b5-4490-bc15-12e76513dadd,,Resuming sexual relations and ensuring safe sex,,,,Resuming sexual relations and ensuring safe sex,Finding,Text,,,110745.0,,,,,,,,,,,,,,,,,,,,,,,,
7487d503-06e7-4707-b604-768c7d4db9f3,,Resuscitatations actions taken using ambubag,,,,Resuscitatations actions taken using ambubag,Finding,Coded,NO;YES,,111089.0,,,,,,,,,,,,,,,,,,,,,,,,
29cf23f2-898b-4199-beab-46f1671cf647,,Resuscitated and cried within5 minutes,,,,Resuscitated and cried within5 minutes,Finding,Coded,NO;YES,,111061.0,,,,,,,,,,,,,,,,,,,,,,,,
113279AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Retained Placenta or Membranes, without Hemorrhage",,"Placenta ou membranes retenu, sans hémorragie",,,Diagnosis,Text,,,106703.0,,,,,,8.A.18,,,,,111454005.0,,,,O73.0,,,,,,,,,
0a15c417-6dbb-4cd7-878f-6f881dcdfa75,,Retained [persistent] primary tooth,,,,,Diagnosis,Text,,,11744.0,,,,,,,,,,,,,,,,,,,,,,,,
6f3d1ae8-cfae-4383-879f-ad74cb81ae4d,,Retained dental root,,,,Retained dental root,Diagnosis,Text,,,11828.0,,,,,,,,,,,,,,,,,,,,,,,,
127579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Retention of Urine,,,,The persistence to perform a learned behavior (facts or experiences) after an interval has elapsed in which there has been no performance or practice of the behavior.,Symptom,Text,,,106574.0,,,,,,,,,,,267064002.0,U08,,,R33,,,,,,,,,
05446d3d-c842-40dd-8721-4cd8f5a0843f,,Retinal breaks without detachment,,,,,Diagnosis,Text,,,12316.0,,,,,,,,,,,,,,,H33.3,,,,,,,,,
9ea82050-3a72-4ce2-aa40-73423016793a,,Retinal detachment with retinal break,,,,,Diagnosis,Text,,,12314.0,,,,,,,,,,,,,,,H33.0,,,,,,,,,
72ce229e-43ac-49f6-9398-ade995f1aada,,Retinal detachments and breaks,,,,,Diagnosis,Text,,,12313.0,,,,,,,,,,,,,,,H33,,,,,,,,,
113257AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Retinopathy,,,,Inflammation of the choroid in which the sensory retina becomes edematous and opaque. The inflammatory cells and exudate may burst through the sensory retina to cloud the vitreous body.,Diagnosis,Text,,,106668.0,,,,,,2.E.16,,,,,399625000.0,F83,,,H35.0,,,,,,,,,
b0916f96-f208-05ae-1d22-d66a637198ef,,Retinopathy of prematurity [ROP] screening,,,,Retinopathy of prematurity [ROP] screening,Misc,Numeric,,,158873.0,,,,,,,,,,,,,,,,,,,,,,,,
3a78467c-ae71-7115-f200-094b128a7be7,,Retinopathy of prematurity [ROP] treatment,,,,Retinopathy of prematurity [ROP] treatment,Misc,Numeric,,,158874.0,,,,,,,,,,,,,,,,,,,,,,,,
c5d51112-68f0-1451-8713-a49ca5b73261,,Retinopathy of prematurity [ROP] treatment laser,,,,Retinopathy of prematurity [ROP] treatment laser,Misc,Numeric,,,158875.0,,,,,,,,,,,,,,,,,,,,,,,,
cf713ad2-d38a-11e8-b6e2-0c5b8f279a64,,Retraction of nipple - N6453,,,,Retraction of nipple - N6453,ICD,Text,,,36457.0,,,,,,,,,,,,,,,,,,,,,,,,
6dd6b88a-9699-47f5-a504-ac11ebd167ef,,Retro-placenta,Retro-placenta,,,Retro-placenta,Diagnosis,Text,,,111028.0,,,,,,,,,,,,,,,,,,,,,,,,
c31d22c9-a116-4946-881c-16f1b422a466,,Retroacts,,Retroacts,,Retroacts,Question,Text,,,9635.0,,,,,,,,,,,,,,,,,,,,,,,,
7355f3e0-9b41-4876-b757-3d0cd007a871,,Retrobulbar neuritis in diseases classified elsewhere,,,,,Diagnosis,Text,,,12256.0,,,,,,,,,,,,,,,H48.1,,,,,,,,,
31f5c9dd-1736-42e5-88cb-bfbbcda858ae,,Retrocuspid papilla,,Retrocuspid papilla,,Retrocuspid papilla,Diagnosis,Text,,,9834.0,,,,,,,,,,,,,,,,,,,,,,,,
d3c8c5f8-9ebb-4622-98ca-c55ca41d3d44,,Return Visit Location,Next Visit Location,,,The Location the patient is being referred to for their next visit,Question,Coded,HOSPITAL;NON COMMUNICABLE DISEASE CLINIC;Temporary external referral;Caraes Ndera Hospital;Butaro Hospital;RWINKWAVU;Kirehe hospital;HEALTH CENTER;OTHER NON-CODED,,106348.0,,,,,,,,,,,,,,,,,,,,,,,,
86324ea8-2900-4a41-be6e-3eb4a762d7b3,,Return of fertility after stopping method,,,,,Finding,Text,,,158360.0,,,,,,,,,,,,,,,,,,,,,,,,
c18bce95-8158-404b-b42f-d679a657bc4c,,Returned,,Retour,,Returned Pharmacy Items (Drugs & Consumables),Misc,Text,,,11039.0,,,,,,,,,,,,,,,,,,,,,,,,
4e210868-b687-4217-bde0-15572014c66e,,Revelateur film radio liquide,,Revelateur film radio liquide,,Revelateur film radio liquide,Misc,Text,,,11563.0,,,,,,,,,,,,,,,,,,,,,,,,
63f22914-51f6-4950-8eb2-4ed63215b613,,Revision urinaire,,Revision urinaire,,Revision urinaire,Misc,Text,,,10976.0,,,,,,,,,,,,,,,,,,,,,,,,
4593ec7e-8e01-4b22-b27c-274a33f3271c,,Rheso Gamma,,Rheso Gamma,,,Misc,Text,,,7745.0,,,,,,,,,,,,,,,,,,,,,,,,
b465d7f2-24ec-4dfb-befd-6b0b28e4d4f3,,Rhumatisme,,Rhumatisme,,Describes Rhumatisme part of systeme locomoteur,Misc,Text,,,12047.0,,,,,,,,,,,,,,,,,,,,,,,,
1e864196-8b89-4851-b61d-bb3208d849cc,,Rien a signaler,RAS,Rien a signaler,RAS,Rien a signaler,Misc,Text,,,10848.0,,,,,,,,,,,,,,,,,,,,,,,,
32bd080d-c9d5-454a-8d5e-b6b600c5dc20,,Right Lung weight,,Masse des poumons droit,,this is the right Lung weight in grams,Question,Numeric,,,11018.0,,,,,,,,,,,,,,,,,,,,,,,,
559083a3-1a0f-4a67-98ff-1997534f2a42,,Risk classification,,,,Risk classification,Question,Coded,Low risk;Medium risk;High risk;INDETERMINATE;MODERATE,,105990.0,,,,,,,,,,,,,,,,,,,,,,,,
d06cbfb5-d826-449b-b36a-c8224a17cdc7,,Risk factor for birth asyphyxia,,,,Risk factor for birth asyphyxia,Question,Coded,Oxytocin during labor;Prolonged labor;LABOR DYSTOCIA;Multiple gestation;Signs of fetal distress;Meconium staining - P9683,,110953.0,,,,,,,,,,,,,,,,,,,,,,,,
43c15aea-436a-4e87-8324-6ed67df9c1ae,,Risk of TB,,,,,Finding,Coded,CONTACT WITH A TB+ PERSON;Cough for 14 days or more;Fever for 14 days or more;Weight loss or no weight gain,,157627.0,,,,,,,,,,,,,,,,,,,,,,,,
40a7afa9-af99-4466-b9c1-68b2a7242899,,Risperidone,,,,Risperidone,Drug,Text,,,106041.0,,,,,,,,,,,,,,,,,,,,,,,,
00ca703a-dc63-43f7-84c2-34c6be2df9fa,,Road Traffic Accident(First Constatation),,Road Traffic Accident(First Constatation),,Road Traffic Accident(First Constatation),Finding,Text,,,9979.0,,,,,,,,,,,,,,,,,,,,,,,,
3b62459e-daf6-44e1-9b36-5cd05fe53301,,Robin's syndrome,,,,           Robin's syndrome,Diagnosis,Text,,,11754.0,,,,,,,,,,,,,,,,,,,,,,,,
5d012f50-8088-4b25-b1a3-b0cd92d0afe9,,Robinet à trois voies,,Robinet à trois voies,,Robinet à trois voies,Misc,Text,,,11642.0,,,,,,,,,,,,,,,,,,,,,,,,
0847a5cc-579d-4a48-b33b-0a8d8b7bb199,,Roclès 13ml,,Roclès 13ml,,,Misc,Text,,,7613.0,,,,,,,,,,,,,,,,,,,,,,,,
8d6337e4-db21-48f3-92f4-6cc9f5760ed4,,Rotation,,,,Rotation,Diagnosis,Text,,,11790.0,,,,,,,,,,,,,,,,,,,,,,,,
2da3a9b5-a012-453b-a64e-48813c2283cc,,Rotator cuff syndrome,,,,,Diagnosis,Text,,,12355.0,,,,,,,,,,,,,,,M75.1,,,,,,,,,
4be49281-12ee-4051-b8ed-8c641573b1bc,,Rotavirus 1,,,,Rotavirus 1,Drug,Text,,,157524.0,,,,,,,,,,,,,,,,,,,,,,,,
680584b4-1125-4328-a978-cd89a0b42bd0,,Rotavirus 2,,,,Rotavirus 2,Drug,Text,,,157531.0,,,,,,,,,,,,,,,,,,,,,,,,
28cea499-4f89-43cf-858d-6bcd58ad0adf,,Rotten Body,,Cadavre  putréfié,,rotten Body,Misc,Text,,,11001.0,,,,,,,,,,,,,,,,,,,,,,,,
1c4c470c-0ec2-446e-b38c-1e07d86982a2,,Rouleau,,Rouleau,,Rouleau,Misc,Text,,,11537.0,,,,,,,,,,,,,,,,,,,,,,,,
bdc3110f-5b4b-4821-b23d-ae2deac29c19,,Rouleau de bande adhésive élastique 10cm X 3m- rouleau,,Rouleau de bande adhésive élastique 10cm X  3m- rouleau,,,Misc,Text,,,7821.0,,,,,,,,,,,,,,,,,,,,,,,,
82f6c53a-beb9-4d3e-b9b4-9522f2f37410,,Rouleau de bande de gaze élastique Velpeau 10cm X 4 m- rouleau,,Rouleau de bande de gaze élastique Velpeau  10cm X 4 m- rouleau,,,Misc,Text,,,7822.0,,,,,,,,,,,,,,,,,,,,,,,,
