uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|NARROWER-THAN|RSMS,Mappings|SAME-AS|ICPC-2,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
7203ef6c-6427-4ecb-8035-2d4a3c5e1b80,,Dexamethasone,,"Dexamethasone is used to treat many inflammatory  and autoimmune conditions, such as rheumatoid arthritis.",Drug,Text,,,,6850;Dexamethasone,,,,,,,,,,,,,,,,,,,,,,
fa202316-558f-453d-babd-ba28f43a7fd9,,Insulin,,"This is a general use of insulin.  When possible, users should use the more specific -- regular, lente or 70/30 mix.",Drug,Text,,,,6872;Insulin,,,,,,,,,,,,,,,,,,,,,,
fa7ac708-b07b-4675-846e-4ac8b41ca501,,Cromoglicic acid,,This drug prevents the release of inflammatory chemicals such as histamine from mast cells.,Drug,Text,,,,6876;Cromoglicic acid,,,,,,,,,,,,,,,,,,,,,,
0cb0c5c0-1f7d-462b-9b38-371dd2354c8c,,Co-trimoxazole 120mg per day,,,Drug,Text,,,,6891;Co-trimoxazole 120mg per day,,,,,,,,,,,,,,,,,,,,,,
e1297cb4-aeaa-4c9f-9dab-546ed52c9e38,,Co-trimoxazole 240mg per day,,,Drug,Text,,,,6892;Co-trimoxazole 240mg per day,,,,,,,,,,,,,,,,,,,,,,
5024178a-fe1e-41a1-8910-e544367c5994,,Ethinylestradiol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ed45fc44-dc17-4d5c-9e39-81a6c3de6657,,Ether anesthésique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
bd48b7f8-7b4f-4032-9e4e-57d043aa6598,,Ethrane,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
7545ac0d-bd69-42b9-be64-760c0708936b,,SPECTINOMYCINE ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
029959e7-2a67-44e3-91a6-8eefe5e80569,,Oestrogen,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
dbcb40af-a811-4390-8fb1-56a2f7362784,,Clomifene,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
349b1be5-43b4-4742-a0d3-672aba28aa49,,VANCOMYCINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
df45f982-330e-4c3b-a0e7-a8fec94dd1cc,,Bromocriptine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
0830ce50-587d-4c78-b142-3cbac3fb8413,,PHENOXYMETHYL PENICILLINE ,,PHENOXYMETHYL PENICILLINE ,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ed98a400-c5e7-410f-b63d-8bf3f0342459,,Norethisterone,,Norethisterone,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
2ce69deb-6c16-4541-9919-3acdd57ab2b8,,Halothane,,Halothane,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
652a7c15-08ec-40a7-a973-8eb92b1e2a5b,,Héparine sodique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
65dacc8e-b1d4-44fa-9172-919dade92598,,Kétamine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6b187926-003e-41d6-a4a6-210bca9851e8,,Potassium iodide,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
104b8c07-4941-419e-ab48-0a496628aff4,,Dextran 70,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ce053dc1-14c8-463d-93ef-f0245e9c3054,,Oxygene,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f265c67a-6e85-4ef9-90a9-25940d6da6d6,,Propylthiouracile,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
81ce5616-7a34-4176-8097-ab7191f05df9,,ANTITUBERCULEUX ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
1970a6b7-2241-4193-b80e-dde09ced6d82,,Neomercazol,,Neomercazol,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
559238e4-7d49-4796-9067-374c97f24ce7,,Protoxyde d’azote,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ffc55f44-ae46-43fa-92a8-9a38eea1a61d,,Gliclazide,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
2599167a-88da-41ae-b13b-a14ac238df9e,,Insuline lente,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4144c906-1aae-4553-8dc4-52a0dc4a8050,,VENOSMIL,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ced64389-f589-4183-8970-613b5ea3c23a,,Thiopental,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
120a8bcd-bf72-43ee-8a4c-474d8b7b3faf,,Insuline d’action intermédiaire,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
3db15351-186f-4e4a-abff-74927dae760e,,Insuline d’action rapide,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
efa6003a-9416-4ff0-8c23-577570ef7ad2,,Bupivacaïne,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
cb74dc6d-dccf-4ad6-941b-813ae0fc3bc9,,Amiodarone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
c4545fae-5f52-4e30-816a-d726d6277c62,,Metforrmine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1a02e7-dee4-47ec-a451-a21f2d804773,,PASER GRANULE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d6784388-17cd-495e-a30d-b8c6814e7aa0,,Digoxine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
81bd2540-7f17-4809-b1a6-67d2008fea06,,Epinéphrine (adrénaline),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ccd94812-827e-463f-bd00-02848fd8481e,,Propronolol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ed896813-b1eb-4c7c-9fc2-551a9883293b,,diphtheria antitoxin,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b1fb38-cb5f-4270-8bd2-6ab9c7a7713f,,rabies immune globulin,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
46e715f3-a745-430b-a33f-e9568d6bc9d6,,Clonidine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6b0bf7c3-eb4d-45bc-899a-548b3345fc0d,,Tetanus human immunoglobulin,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
149e92f6-510b-4bae-a268-c7665ff851ab,,Human immunoglobulin anti-D,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ce185231-da42-46e5-9b4e-b21b154407f9,,ARTEMETHER,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
33f717f0-1a11-4c5c-aea8-538c01050f56,,antivenoms,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4ee4168e-a7b5-4e97-8358-79b58dc0fb49,,Cartouche dentaire,,Cartouche dentaire,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
1a90ea7f-ca8a-45f7-b874-f4600989c5c7,,Acetylsalicylic Acid v2,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
9d014466-f4c5-4ae6-92c6-160d01344d72,,Heparine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ba238e76-2487-4405-9f11-600220423ffb,,Nadroparine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
180cc3b8-1f08-4a4d-a89d-5b9dc3d91683,,MELARSOPROL,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
23ca9c81-f8c0-4d26-8c36-5ae8376becf6,,DTP-HepB + Hib,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
10cd6191-75d5-474b-a824-8e4779d5f258,,Mannitol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ac4dd5d6-f4a9-4e39-90f0-5dcd4c8d9308,,SURAMINE ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
9622b3e9-4f18-4209-b9ad-743308bce1cb,,POTASSIUM PERMANGANATE,,POTASSIUM PERMANGANATE,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
af4cd475-db8c-4e25-b92c-f85dbb427702,,Sulfadiazine argentique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
a9d5972f-391d-46c9-bf8b-537019030ef2,,éosine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
853e3532-304e-4905-9fa3-b49b92fdc0bd,,Chloramine,,Chloramine,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4d54c0fc-5980-441c-87bc-d9b3e7efefe9,,T.T(antitetanique),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
8597292a-a826-4e4d-96f8-86c57d631ef2,,Chlorhexidine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
46754981-7c66-4185-a2ae-4a3511ecde21,,Peroxyde d’hydrogène,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
a55fe2f8-33d9-4624-a5b7-b66e3eaf3997,,Acide borique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
5e9ace83-9f42-43e5-9708-a3448cc33394,,Vaccin antiméningococcique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
9cdeaf51-12dc-4cac-ba45-4bd63bad385f,,Ephédrine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e3178626-c6af-4e14-b43e-07ded241e635,,CYCLOPHOSPHAMIDE,,,Drug,Text,,,3002;7652;Cyclophosphamide,,,74120.0,,,,,,74470007,,,,,,,,,,,,,,
08828b11-7af2-47ce-b26d-3d8572d7964a,,Vaccin antirabique inactivé,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f623e5a4-03da-47f1-916f-8f96c3db1593,,Cétrimide,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
21ea942e-ca15-435a-bae8-7b02c17cdf73,,Ethanol(Désinfectant),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
caa7d418-ebd8-4338-9182-3e6095b9bb70,,Polyvidone iodée,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
23b6dc83-9ce3-4f14-bb3f-bc09812ccffb,,OPV ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
0db83c63-e77e-49fe-bf9c-9907fa3ee697,,Sulfate de néomycine + Bacitracine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f0347a75-d075-4453-b9aa-4a58d10d4ce9,,K-Y,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
b3053b6b-fd9b-4203-9193-d2a389d7c46c,,Antipneumocoquesl (PCV-7),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
7d623ef0-eb87-4195-8933-236b73629fb4,,Fucidic Acid,,"Fusidic acid is a bacteriostatic antibiotic that is often used topically in creams and eyedrops, but may also be given systemically as tablets or injections",Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
eef52d7f-aa4c-401c-a41f-69afb579dcde,,Alcuronium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
63a3037b-9d46-47ad-adf7-42f8de2d36c8,,Sulfure de sélénium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
59a6aaf5-28ed-40b7-b397-3a8b4ca7fd7b,,HYDROCORTISONE+OXYTETRACYLINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
0fd45ca9-e5e7-4c20-b762-97db86bce5a7,,Benzoate de benzyle,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
21943c96-5253-49d0-bb37-179c0dec7828,,Néostigmine,,Néostigmine,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
8c267df2-b784-4b07-95ad-fe73b68c784f,,Perméthrine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4210afa4-e69f-4896-96ed-abe3fd53eabc,,BETHAMETASONE+CLOTRIMAZOLE+GENTAMYCINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4dfc7870-7f63-4173-bf5d-06e46a25e955,,Béthametasone Diproprionate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
55ee3028-892e-4432-b18e-dd0f9d55dfa4,,Béthametasone Valérate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
02a2e91c-b471-4cb0-b5d0-81d3fc81fc86,,Hydrocortisone acétate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
b345ff5e-79e9-4e30-b68f-c52a3fc8f9b2,,Miconazole Nitrate + Hydrocortisone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
07135c52-b291-4e1d-86c3-163dbb106e27,,Bethamethasone diproprionale + ac. Salicylique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
885ff2ca-94b5-4fa7-987a-ac5ee6d0ec2b,,PEROXYDE DE BENZOYLE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d631396d-2308-4d86-b936-bbb42350411b,,Pyridostigmine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e2f8d80b-b21f-4362-aea3-0e9ed167b7ff,,Phytoménadione,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
8a715b9b-e3e5-406d-8e46-6a859bfa993b,,DITRANOL,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
217ad8f1-c9ee-4d87-b150-92317b1556e0,,Sulfate de plotamine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
accd8dc0-1cd6-46c5-8faa-879de08f419c,,Gelatine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f70e54e6-dc48-4102-a167-67df76f7eda4,,SALICYLIC ACID OINT,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
2d0e4500-853f-4fe2-b7cc-b8916c92bc90,,Trinitrate de glycéryle,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
05fbd929-9c14-4751-8e25-ea5407663488,,Vérapamil,,VERAPAMIL,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d284f41a-5012-4dcc-bef7-9b01514181a4,,Ergométrine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
83f24168-dbd6-4d7c-8ba9-fa292e741949,,VASELINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
76f30070-c91f-4211-880c-024565b69d42,,oxytocin,,A hormone that causes increased contraction of the womb during labour and stimulates the ejection of milk into the ducts of the breasts,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
5d343545-c284-4e97-aded-c390def364c1,,Dopamine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4e3acb59-0348-4d43-80fc-f3b480a2bda5,,Adalate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
30826ca2-8cd7-442b-a770-17f4c2091a96,,Pancuronium bromure,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
9b2c15c3-f6d8-4c7c-9f6a-2291e2fdbf51,,Mesoprostol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d5f9fa13-8035-4763-93a3-fe19e1ac91ab,,PODOPHYLLINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6ff78c39-113e-48e2-bd8b-3d2f84565845,,Solution pour dialyse péritonéale V2,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
224d3817-add9-4d93-9b97-a063aded7d1e,,MELADININE ,,MELADININE ,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
a18e623a-7fc8-42fa-86e5-1590ff0ce1cb,,Acétate de zuclopenthixol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4f08eafd-031a-4a38-96cf-c64ec6ce3dae,,Tetracaïne,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
10c092ac-30f2-43df-8187-78e0c6cc7a38,,Zuclopenthixol acetate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
061919a9-8f2b-49c5-babc-12e465181003,,Benzhexol hydrochloride,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
58fab0ae-ac32-459c-b760-f67b24433210,,Pilocarpine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f2fc566c-2472-4193-9839-f91e5e35fcea,,Timolol,,Timolol solution,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ea66351b-f691-456a-8111-36d6638cead2,,Suxaméthonium Chloride,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
72217AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,biperiden,,is a medication used to treat Parkinson disease and certain drug-induced movement disorders. It is not recommended for tardive dyskinesias.,Drug,Text,,,1589,,,72217.0,,,,,,65041000,,,,,,,,,,,,,,
5a4e7966-796b-4fb5-a48c-a1dfe529db93,,Atropine solution,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f495d66c-e43f-42db-b0ab-03a350a93bc1,,Hydroxyde de magnésium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
42f77552-1205-4517-9c10-091b6edaf643,,Levomepromazine,,Levomepromazine,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
faf64f35-cb71-4b0a-990c-cd610940afdf,,5-FLUOROURACYL,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
c989a16a-dd5d-40cb-ad71-0f23746e6ecf,,CHLORURE D'ALUMINIUM ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
1b209890-39c9-4132-b03a-059f2ec38e81,,Daflon,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
036f9c30-4337-48f9-bd3c-35401dcba5b3,,Clomipramine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
19498e33-74c6-413b-919f-cf6d25156b11,,FLUORESCEINE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
3f82b689-9477-4c69-b163-4ad44af89dda,,TROPICAMIDE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
7c0643da-c331-421d-a7d6-57775dd24d2a,,Meprobamate,,Meprobamate,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ca7ca718-6b42-4166-9fb2-a35794356214,,AMIDOTRIZOATE,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
8846d9bf-ccd4-417b-a144-c05cbbf2dd4a,,Amitriptylin,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f514ffda-cec5-42fb-9403-6a89eab96f80,,Acétylsalicylate de lysine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
535d5254-b59a-4d1a-a5d8-fee3278295cc,,Fluoxethin,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6ec02f01-447e-4018-8b90-32f41e56ecb3,,Propyliodone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
fc76cdf8-ef54-4a8e-b986-2111dd7d62cf,,Hyocine buthyl-bromide,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e9b84b18-8971-4b8e-abb4-3f4034786ee9,,Sulfate de baryum,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
607f7e3a-d369-47e9-8a7e-ad32857dad36,,Iotroxate de méglumine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
1d534a6a-1b85-4809-bf6a-d7a3e899c257,,Glycerine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4e2cc335-3ffe-421f-8f18-81ad9b4887b8,,Fluopentixol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
60c1963d-fe63-4560-a6c0-9c0dd4dd418e,,Idoxuridine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
b942a0ea-819d-4d19-9af0-5bb34d862029,,Colchicine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
2e105dda-e44c-4839-94a3-d8c63898a2f7,,Nitrate d’argent,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e2bad590-184e-491d-b305-9b885d53ac39,,Allopurinol,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
84f01690-721b-425a-be79-4ef2e0051f52,,Dexamethasone Néomycine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
209cf48c-30ce-4a9b-892e-c0f59e2ff417,,Lactulose,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
0cc5bf8b-d319-4f8a-8956-69d70e96cdc0,,Ergotamine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e3390904-23c6-42fd-8db8-19e2c1b88f73,,Cinnarizine,,Cinnarizine,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
72fbe8c4-a1b0-400a-8fae-305532d6fce6,,Carbonate de lithium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
11d14d62-7ceb-4e36-a40d-a2ac5dbeb5bc,,Sulfate de Zinc,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
5334a692-3f4a-471e-b23a-7d0c7408b415,,Acide Cromoglicique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
8a298e94-70fb-4c36-a5d6-dc9f218b0a68,,Sodium chloride,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d89dbbe0-888d-457f-9a6c-e818db9078e4,,Charbon activé,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
5a313442-815f-4113-aefd-7adcb7a8c647,,Testosterone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6649d882-8905-41bb-8ee7-c22684338994,,Glucose sodium chloride,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4b0042b2-39f4-4731-a3bf-318f5e5c775e,,Acétylcystéine (N-),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f923b2-8b36-4b64-8558-38aae073fcaf,,Lévonorgestrel ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
4c413009-5e8b-4476-a9ac-9240d9fa46f0,,Sodium hydrogen carbonate,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ad8866ad-9792-40f3-9f14-f6598583e99b,,Solution lactate de sodium composée,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
439b3a65-f4f3-4e66-a7c9-5eaf2d48ce70,,Norgestrel + ethinyloestradiol ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
caa0c0de-f224-4ffa-ab25-096a64f9ebb3,,Dimercaprol sol. Huileuse,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
741ab166-f3b9-4d1f-88dc-dfc8734fd08f,,Enantate de noréthistérone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
66d67e81-62a4-4626-b722-0dfcee07b7e5,,Calcium chloride,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
389430c7-51d8-4e64-8a78-2de18056af36,,Naloxone,,Naloxone,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
c0c6497b-5570-40db-adbd-10c8127e25e9,,éthinylestradiol + . Lévonorgestre,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d3540c32-2c6f-4307-adcf-b7a0cc097e3a,,éthinylestradiol + . Noréthistérone,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
48edbc2e-8cc8-4043-aeac-b558fa7de38c,,Déferoxamine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f3c7c334-860f-43ca-a102-9fcdafc2a01c,,Eau pour préparations,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
f508a623-2f2c-4052-842c-804483978881,,Pilule du Lendemain,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e6610462-e511-4737-b960-39ea10faecb6,,DL-méthionine,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
88bceccf-d854-417c-b9ef-e8840857ba6a,,Edétate de calcium/ sodium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
284015e6-3742-481b-a6ca-1441480c10c6,,Dispositif contenant du cuivre,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
1f2dce88-236b-4cac-a40c-a6af6bb26d90,,Hexacyanoferrate (II) de  potassium /de fer (III),,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
e6d91460-5b8d-454f-bd6b-ff6858044969,,Nitrite de sodium,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
b749f14f-9ce5-4d1c-baf0-29965b420c17,,SODIUM THIOSULFATE,,SODIUM THIOSULFATE,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
5a1bd378-aa55-4fc5-8c8d-3d5c5a9e264e,,Clonazepam ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
acd3496f-89fc-426a-9c2a-e2e134774ffe,,Clorazepate dipotassique,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
0bc187b8-ba0a-42b3-aee7-af87c0bba065,,Lévétiracetam,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
90e8270e-dae2-43c9-95ae-3c1a64732041,,Niclosamide,,Niclosamide,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
6794cd6e-ea7d-45ba-b529-ebe11312ba83,,Thiabendazole,,Thiabendazole,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
d5c3a25d-5127-4fe3-b66b-55d75ba07c51,,Diéthylcarbamazine ,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
df7bdd9d-5042-4153-9877-97cefc34bf75,,Cefotaxime,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
610287ea-2393-4f9f-897e-9d4d7ba3916d,,Ceftazidime,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
9a4210c8-c5c8-4eb7-8805-3d2e530371bc,,MORPHINE,,MORPHINE,Drug,Text,,,7662;Morphine,,,,,,,7052.0,,73572009,,,,,,,,,,,,,,
20137db8-b425-4134-95a0-0bdb8592e776,,Préservatifs féminins,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
ff5cd366-60d9-488f-9166-887410de3e5a,,Oestrogen + Progesteron,,,Drug,Text,,,,,,,,,,,,,,,,,,,,,,,,,,
